id,ai_papers
https://openalex.org/I1283103587,4
https://openalex.org/I1283104182,2
https://openalex.org/I1283155146,3
https://openalex.org/I1283247047,1
https://openalex.org/I12832649,3
https://openalex.org/I1283280774,66
https://openalex.org/I1283382300,3
https://openalex.org/I12834331,7
https://openalex.org/I1283473643,20
https://openalex.org/I1283576576,10
https://openalex.org/I1283582996,5
https://openalex.org/I1283613182,20
https://openalex.org/I1283664872,1
https://openalex.org/I1284277383,4
https://openalex.org/I128433138,1
https://openalex.org/I1284598098,8
https://openalex.org/I1284704050,4
https://openalex.org/I1284762954,1
https://openalex.org/I128514506,8
https://openalex.org/I1285204247,22
https://openalex.org/I1285301757,6
https://openalex.org/I1285340605,2
https://openalex.org/I1285420085,1
https://openalex.org/I128563418,4
https://openalex.org/I1285764155,26
https://openalex.org/I1285782058,4
https://openalex.org/I1285790362,3
https://openalex.org/I1285792802,1
https://openalex.org/I1285819877,8
https://openalex.org/I128590013,1
https://openalex.org/I1285929390,4
https://openalex.org/I1285933455,3
https://openalex.org/I12859529,11
https://openalex.org/I1286329397,57
https://openalex.org/I1286361989,3
https://openalex.org/I1286406326,2
https://openalex.org/I1286499117,2
https://openalex.org/I1286704778,2
https://openalex.org/I12870472,4
https://openalex.org/I128720987,1
https://openalex.org/I1288018005,1
https://openalex.org/I1288018627,1
https://openalex.org/I1288214837,22
https://openalex.org/I1288435858,2
https://openalex.org/I1288675226,5
https://openalex.org/I1288702032,2
https://openalex.org/I1288761627,1
https://openalex.org/I1288880153,2
https://openalex.org/I1288882113,63
https://openalex.org/I1288894424,8
https://openalex.org/I1288958732,1
https://openalex.org/I128902783,2
https://openalex.org/I1289243028,50
https://openalex.org/I1289303365,3
https://openalex.org/I1289422878,2
https://openalex.org/I1289461252,15
https://openalex.org/I1289490764,10
https://openalex.org/I1289525096,7
https://openalex.org/I1289530486,4
https://openalex.org/I1289575342,36
https://openalex.org/I1289784979,1
https://openalex.org/I1289910757,2
https://openalex.org/I128993996,18
https://openalex.org/I1290109248,6
https://openalex.org/I1290158734,1
https://openalex.org/I1290206253,401
https://openalex.org/I129043915,12
https://openalex.org/I1290603121,4
https://openalex.org/I1290866511,2
https://openalex.org/I1290900354,4
https://openalex.org/I1291012402,1
https://openalex.org/I12912129,153
https://openalex.org/I1291425158,80
https://openalex.org/I1291458624,2
https://openalex.org/I1292114621,1
https://openalex.org/I1292318990,4
https://openalex.org/I1292669757,28
https://openalex.org/I1292815773,4
https://openalex.org/I1292842697,1
https://openalex.org/I1292859797,24
https://openalex.org/I1292870874,1
https://openalex.org/I1292875679,77
https://openalex.org/I1292894508,3
https://openalex.org/I1292974536,15
https://openalex.org/I1293035123,3
https://openalex.org/I1293067938,7
https://openalex.org/I1293487830,1
https://openalex.org/I1293555014,1
https://openalex.org/I1293612202,34
https://openalex.org/I1293718874,2
https://openalex.org/I1293723497,11
https://openalex.org/I1293923725,2
https://openalex.org/I1294278766,3
https://openalex.org/I1294504835,1
https://openalex.org/I1294586568,1
https://openalex.org/I1294671590,301
https://openalex.org/I129488602,3
https://openalex.org/I1295346377,2
https://openalex.org/I1295562517,1
https://openalex.org/I1295801184,3
https://openalex.org/I129587102,1
https://openalex.org/I1295876152,2
https://openalex.org/I1295908608,3
https://openalex.org/I129604602,156
https://openalex.org/I1296127346,1
https://openalex.org/I129615261,1
https://openalex.org/I129627893,3
https://openalex.org/I129643931,2
https://openalex.org/I1296452710,11
https://openalex.org/I1296604144,8
https://openalex.org/I129672417,3
https://openalex.org/I1296914515,1
https://openalex.org/I1296990705,1
https://openalex.org/I1297146569,3
https://openalex.org/I1297288678,4
https://openalex.org/I1297363086,1
https://openalex.org/I1297460800,6
https://openalex.org/I1297592001,3
https://openalex.org/I1297623894,1
https://openalex.org/I129774422,32
https://openalex.org/I1297971548,11
https://openalex.org/I129798099,3
https://openalex.org/I1297991670,31
https://openalex.org/I129801699,15
https://openalex.org/I1298060332,1
https://openalex.org/I1298154867,3
https://openalex.org/I1298353152,25
https://openalex.org/I1298354342,1
https://openalex.org/I1298453700,1
https://openalex.org/I1298482675,2
https://openalex.org/I129858807,26
https://openalex.org/I1298590031,7
https://openalex.org/I129871486,1
https://openalex.org/I129877168,11
https://openalex.org/I129902397,45
https://openalex.org/I1299204452,1
https://openalex.org/I1299303238,205
https://openalex.org/I1299343005,3
https://openalex.org/I1299422453,1
https://openalex.org/I1299457549,2
https://openalex.org/I129975664,21
https://openalex.org/I129994210,16
https://openalex.org/I1300204847,1
https://openalex.org/I1300393620,2
https://openalex.org/I1300548115,1
https://openalex.org/I1300590480,3
https://openalex.org/I1300733628,3
https://openalex.org/I1300825427,6
https://openalex.org/I1300957399,3
https://openalex.org/I1301041018,1
https://openalex.org/I1301076528,1
https://openalex.org/I1301182553,3
https://openalex.org/I130130602,6
https://openalex.org/I130137553,1
https://openalex.org/I1301390666,9
https://openalex.org/I1301411061,8
https://openalex.org/I1301507905,1
https://openalex.org/I1301508284,1
https://openalex.org/I1301553790,9
https://openalex.org/I1301626629,1
https://openalex.org/I1301648996,1
https://openalex.org/I130186095,1
https://openalex.org/I1301864278,1
https://openalex.org/I130189395,3
https://openalex.org/I130194489,45
https://openalex.org/I130198913,2
https://openalex.org/I1302113299,1
https://openalex.org/I1302124595,1
https://openalex.org/I1302163369,12
https://openalex.org/I130217899,1
https://openalex.org/I130218214,2
https://openalex.org/I1302368450,14
https://openalex.org/I130238516,136
https://openalex.org/I1302404375,3
https://openalex.org/I1302611135,4
https://openalex.org/I130291710,9
https://openalex.org/I130294970,38
https://openalex.org/I1303056057,1
https://openalex.org/I1303153112,23
https://openalex.org/I130343225,92
https://openalex.org/I1303474014,4
https://openalex.org/I1304023955,2
https://openalex.org/I1304082316,27
https://openalex.org/I1304127598,3
https://openalex.org/I1304132090,4
https://openalex.org/I1304155728,2
https://openalex.org/I130416959,6
https://openalex.org/I1304196042,6
https://openalex.org/I1304278710,1
https://openalex.org/I130438778,15
https://openalex.org/I130442723,68
https://openalex.org/I130474213,9
https://openalex.org/I130480701,1
https://openalex.org/I1304808963,6
https://openalex.org/I1305036641,5
https://openalex.org/I130510345,8
https://openalex.org/I1305126327,3
https://openalex.org/I1305244822,4
https://openalex.org/I1305258596,3
https://openalex.org/I130541836,5
https://openalex.org/I1305429183,1
https://openalex.org/I1305633390,1
https://openalex.org/I1305710815,18
https://openalex.org/I1305756057,1
https://openalex.org/I1305934669,1
https://openalex.org/I1305948331,3
https://openalex.org/I1306264927,1
https://openalex.org/I1306266525,16
https://openalex.org/I1306287861,4
https://openalex.org/I1306339040,20
https://openalex.org/I1306409833,13
https://openalex.org/I1306487692,1
https://openalex.org/I1306490931,7
https://openalex.org/I1306686416,4
https://openalex.org/I130692619,6
https://openalex.org/I1306932309,3
https://openalex.org/I1306956679,1
https://openalex.org/I1306990411,5
https://openalex.org/I130701412,2
https://openalex.org/I130701444,232
https://openalex.org/I1307241458,3
https://openalex.org/I1307383912,5
https://openalex.org/I130750295,11
https://openalex.org/I1307585291,40
https://openalex.org/I130767617,1
https://openalex.org/I1307682583,1
https://openalex.org/I130769515,111
https://openalex.org/I130785548,7
https://openalex.org/I1308101579,1
https://openalex.org/I1308126019,17
https://openalex.org/I1308199089,4
https://openalex.org/I13082067,1
https://openalex.org/I1308271441,1
https://openalex.org/I130828816,37
https://openalex.org/I1308294787,3
https://openalex.org/I130830085,4
https://openalex.org/I1308418830,1
https://openalex.org/I1308548392,9
https://openalex.org/I1308613035,1
https://openalex.org/I1308906816,2
https://openalex.org/I1309087048,1
https://openalex.org/I130913789,6
https://openalex.org/I1309191912,4
https://openalex.org/I1309269476,1
https://openalex.org/I130929987,25
https://openalex.org/I1309307032,2
https://openalex.org/I1309849503,12
https://openalex.org/I1310048521,4
https://openalex.org/I1310101958,4
https://openalex.org/I1310212576,1
https://openalex.org/I1310434165,2
https://openalex.org/I1310439424,7
https://openalex.org/I1310815967,3
https://openalex.org/I131098749,1
https://openalex.org/I1311060795,3
https://openalex.org/I1311099166,1
https://openalex.org/I1311206647,1
https://openalex.org/I1311269955,4
https://openalex.org/I1311361839,1
https://openalex.org/I1311365494,6
https://openalex.org/I1311524620,2
https://openalex.org/I131155284,3
https://openalex.org/I1311688040,4
https://openalex.org/I1311914864,6
https://openalex.org/I1311921367,5
https://openalex.org/I1312192358,1
https://openalex.org/I131221577,1
https://openalex.org/I1312222531,26
https://openalex.org/I131231118,1
https://openalex.org/I131249849,86
https://openalex.org/I1312537475,1
https://openalex.org/I1312832084,1
https://openalex.org/I1312923310,3
https://openalex.org/I1312996466,3
https://openalex.org/I1313003366,5
https://openalex.org/I1313142568,1
https://openalex.org/I1313298211,16
